nb_lines,nb_rows,n_neighbors,min_dist,n_components,moyenne reel,moyenne UMAP,std reel,std UMAP,deformation,cpu_time,p-value uniformité global,p-value normalité global,std ratio global,mean ratio global,p-value uni big,p-value norm big,mean ratio big,std ratio big,p-value uni small,p-value norm small,mean ratio small,std ratio small,jaccard similarity
500,25,15,0.1,3,30.00112221,11.15753207,16.43717723,7.191308108,61155.35634,4.796875,0,0,4.30066828,4.491732507,7.01E-079,3.56E-031,0.1291599928,2.610965238,0,0,5.468111371,6.372499777,116.7772323
500,50,2,0.1,2,41.29175305,14.18159954,22.26683608,6.919333075,53988.17161,2.46875,0,0,1579.828221,24.82210993,0,0,2.624956358,4.130820864,0,0,2234.021321,45.51339899,292
500,50,15,0.1,2,41.29175305,11.89868972,22.26683608,7.783658152,73852.87379,5.0625,0,0,16.50130263,7.135177395,5.44E-032,0,0.35365233,3.43853212,0,0,22.74050426,10.83182267,88.77689886
500,50,40,0.1,2,41.29175305,10.33119246,22.26683608,6.909810047,79624.83194,5.9375,0,0,16.43583147,7.980217596,2.04E-110,0,0.4112113271,3.70483607,0,0,22.43983607,12.25559912,114.9172992
500,50,15,0.1,2,41.29175305,10.3525654,22.26683608,6.917394683,78806.85094,4.921875,0,0,13.28097796,7.5626116,1.45E-033,0,0.6206594042,4.264525907,0,0,18.18320089,10.86069729,86.48090528
500,50,15,0.5,2,41.29175305,10.68212749,22.26683608,6.707976749,74354.61952,5.15625,0,0,9.008106524,5.650464894,8.68E-099,0,0.7073171233,4.086391793,0,0,12.52593388,7.214537994,81.78333615
500,50,15,0.99,2,41.29175305,12.36118885,22.26683608,7.649393401,65901.46086,5.078125,0,0,5.267983255,4.461655765,1.72E-149,0,0.8077246752,3.597371794,0,0,7.304580921,5.325939735,72.21733258
500,50,15,0.1,1,41.29175305,11.66313187,22.26683608,9.031269433,75607.65316,5.125,0,0,8038.800069,47.85394472,0,0,1.003460401,4.419747044,0,0,11368.41409,91.2881424,68.03750562
500,50,15,0.1,2,41.29175305,12.58201617,22.26683608,8.413053978,71927.24591,4.796875,0,0,14.98890379,6.979336029,1.93E-049,0,0.4824345225,3.195922422,0,0,20.50544546,10.76274964,89.71398814
500,50,15,0.1,3,41.29175305,11.68278867,22.26683608,7.573280149,74658.9605,4.859375,0,0,6.58725019,6.392226223,4.06E-076,5.41E-023,0.1532485491,3.440082005,0,0,8.326459875,9.34437044,104.3820876
500,100,2,0.1,2,59.25427458,13.9767975,31.94518661,6.804565595,64382.69973,2.390625,0,0,3191.20453,39.38511922,0,0,4.016381813,6.112584358,0,0,4512.797631,72.65765409,288.6666667
500,100,15,0.1,2,59.25427458,12.17856616,31.94518661,8.117705129,87146.07881,4.859375,0,0,18.32827688,10.44697783,1.25E-021,0,0.5764143174,4.907362389,0,0,24.70110392,15.98659327,79.09210365
500,100,40,0.1,2,59.25427458,12.38257569,31.94518661,8.695629775,87042.73419,6.078125,0,0,25.29117985,11.18944359,3.55E-073,0,0.7462237261,5.179940061,0,0,34.73474401,17.19894711,104.1560489
500,100,15,0.1,2,59.25427458,12.64832467,31.94518661,8.800358689,85971.00236,4.84375,0,0,28.15045528,10.37382985,9.38E-092,0,0.7064987468,5.055769682,0,0,39.08751203,15.69189002,80.72234448
500,100,15,0.5,2,59.25427458,9.257308926,31.94518661,5.609337772,91961.1444,5.125,0,0,14.15224985,8.858027708,1.88E-073,6.17E-044,0.7070235556,6.56378756,0,0,19.73690436,11.15226786,71.12507579
500,100,15,0.99,2,59.25427458,14.82947168,31.94518661,10.6931594,76831.82378,4.84375,0,0,9.284269031,6.200637403,0,0,1.158271989,3.699878182,0,0,12.59150966,8.701396625,66.59306533
500,100,15,0.1,1,59.25427458,15.10015556,31.94518661,12.06349061,81173.22657,5.21875,0,0,2062.558439,39.02704618,2.97E-113,0,1.845372772,4.365835916,0,0,2916.485629,73.68825644,59.9125954
500,100,15,0.1,2,59.25427458,12.98031718,31.94518661,8.980335441,85429.53838,4.640625,0,0,20.35037721,10.28322941,1.64E-145,0,0.6726435324,4.166336171,0,0,27.44067218,16.40012266,78.35264842
500,100,15,0.1,3,59.25427458,13.30044322,31.94518661,8.875721195,84668.00936,5.21875,0,0,10.19943062,9.052186537,2.01E-091,0,0.2660478427,4.132718242,0,0,12.63264232,13.97165483,92.21757148
1000,5,2,0.1,2,16.76056152,13.85961053,10.32517818,6.674443261,2738636.035,3.515625,0,0,233.1408037,3.955771498,0,0,1.644261251,1.991296362,0,0,329.6950815,5.920246635,680.6666667
1000,5,15,0.1,2,16.76056152,11.20923586,10.32517818,6.931639489,84978.10899,8.125,0,0,2.492200752,1.84956931,7E-69,0,0.2859193447,1.644552417,0,0,3.500902092,2.054586203,330.7753024
1000,5,40,0.1,2,16.76056152,12.56302204,10.32517818,8.332373117,75586.65056,10.3125,0,0,3.016248667,1.879783205,2.43E-120,0,0.1219555136,1.326799541,0,0,4.1915459,2.432766868,321.330407
1000,5,15,0.1,2,16.76056152,11.54425916,10.32517818,7.537146122,92331.52584,7.734375,0,0,1.85136723,1.875753081,8.24E-032,0,0.4979513659,1.749217321,0,0,2.564204181,2.002288842,334.4417796
1000,5,15,0.5,2,16.76056152,11.6829971,10.32517818,6.80745542,63571.14888,7.3125,0,0,1.605796362,1.543082255,1.64E-143,0,0.2431595604,1.574446034,0,0,2.257447666,1.511718477,260.4911516
1000,5,15,0.99,2,16.76056152,9.65008669,10.32517818,5.153633806,111891.2658,7.609375,0,0,1.141899505,1.727818355,2.82E-308,0,0.7215371829,2.186636312,0,0,1.290823465,1.269000398,223.8444528
1000,5,15,0.1,1,16.76056152,15.18078856,10.32517818,11.50916007,215079.0372,7.46875,0,0,463.7850363,4.47554824,0,0,0.7133082813,1.367998446,0,0,655.8759771,7.583098035,206.6085911
1000,5,15,0.1,2,16.76056152,11.19101108,10.32517818,6.883656076,82033.45265,8.234375,0,0,2.411679498,1.841502583,3.27E-033,0,0.2272060932,1.57792533,0,0,3.382577043,2.105079835,327.8760016
1000,5,15,0.1,3,16.76056152,11.54086678,10.32517818,7.244927865,79550.40359,8.125,0,0,0.9536334907,1.751095112,9.74E-061,0,0.2609352155,1.521300631,0,0,1.282628347,1.980889593,394.8146579
1000,15,2,0.1,2,20.00701603,13.49754564,10.59714919,6.46954929,320007.8912,3.5,0,0,585.1545857,8.008060439,0,0,1.786079694,2.312827836,0,0,827.4924271,13.70329304,622
1000,15,15,0.1,2,20.00701603,11.43644616,10.59714919,7.47555769,156378.5963,8.4375,0,0,6.403262698,3.352790893,1.34E-038,0,0.3214049075,1.747574755,0,0,8.76052553,4.95800703,176.219954
1000,15,40,0.1,2,20.00701603,15.10612855,10.59714919,10.43463098,134193.3795,10.171875,0,0,7.320507749,3.356212477,9.43E-034,0,0.2114724592,1.413805047,0,0,9.979431524,5.298619906,189.9296034
1000,15,15,0.1,2,20.00701603,12.42745649,10.59714919,8.168923604,143266.2918,8.140625,0,0,7.935600192,3.286749657,1.64E-077,0,0.2012574008,1.600336617,0,0,10.96444337,4.973162696,176.7895591
1000,15,15,0.5,2,20.00701603,10.76666725,10.59714919,6.636124755,145241.1864,7.828125,0,0,5.284009123,2.702689479,1.58E-160,0,0.3068026203,1.947578995,0,0,7.389654477,3.457799963,141.1859697
1000,15,15,0.99,2,20.00701603,13.53527221,10.59714919,8.50034246,90413.52493,8.125,0,0,2.633673897,2.02933154,9.22E-206,0,0.2380635409,1.445759576,0,0,3.624181241,2.612903503,122.0855491
1000,15,15,0.1,1,20.00701603,14.94716272,10.59714919,11.73870096,153734.2596,8.4375,0,0,1322.584884,11.62240983,0,0,0.5150319951,1.323673307,0,0,1870.360703,21.92114636,114.0716935
1000,15,15,0.1,2,20.00701603,11.83497536,10.59714919,7.601906215,149200.9676,7.953125,0,0,7.214551171,3.305936761,2.12E-110,0,0.11594296,1.650342535,0,0,9.929958205,4.961530987,175.9309213
1000,15,15,0.1,3,20.00701603,11.30479812,10.59714919,7.471150967,162579.0234,8.28125,0,0,3.040344816,3.10787607,4.54E-059,0,0.2384241144,1.87476958,0,0,3.922938174,4.34098256,208.8858502
1000,25,2,0.1,2,30.07964032,14.00362488,16.54134985,6.765883872,269842.6024,3.765625,0,0,533.6763522,9.776368497,0,0,2.648468025,3.410930278,0,0,754.6739997,16.14180672,581.3333333
1000,25,15,0.1,2,30.07964032,11.66794173,16.54134985,7.540562173,236198.2802,8.640625,0,0,9.983249063,4.833212168,4.68E-059,3.12E-040,0.1579516962,2.490376944,0,0,13.7232584,7.176047392,146.5468019
1000,25,40,0.1,2,30.07964032,13.65469834,16.54134985,9.130130374,213883.6125,9.9375,0,0,10.44292102,4.911347331,8.71E-055,0,0.2338428549,2.280177566,0,0,14.29015072,7.542517096,160.6094192
1000,25,15,0.1,2,30.07964032,11.15042003,16.54134985,7.182231943,243591.6751,7.828125,0,0,9.923459409,4.913775495,3.3E-082,0,0.2154599667,2.689546079,0,0,13.67513354,7.138004911,146.3058818
1000,25,15,0.5,2,30.07964032,10.8594479,16.54134985,6.636185562,230100.4113,8.046875,0,0,7.28599596,3.894156662,4.71E-078,0,0.3287422378,2.778850138,0,0,10.17720912,5.009463187,118.0542473
1000,25,15,0.99,2,30.07964032,13.12050507,16.54134985,7.806254182,180491.0639,8.65625,0,0,3.795332995,2.986449504,3.15E-109,0,0.2841695473,2.379073929,0,0,5.290608904,3.593825079,102.822302
1000,25,15,0.1,1,30.07964032,13.96545241,16.54134985,10.96531822,217369.5935,7.6875,0,0,898.4519171,15.51078111,1.42E-039,0,0.7360065541,2.748162268,0,0,1270.474472,28.27339995,95.18051617
1000,25,15,0.1,2,30.07964032,12.00995834,16.54134985,7.759839796,230964.8147,7.375,0,0,9.678630738,4.754835402,5.83E-107,0,0.201916337,2.457347422,0,0,13.29489051,7.052323381,148.5044426
1000,25,15,0.1,3,30.07964032,11.59018733,16.54134985,7.703435052,239104.4982,8.390625,0,0,4.297329715,4.383666376,2.3E-042,0,0.3489723038,2.570017879,0,0,5.498514521,6.197314874,179.543598
1000,50,2,0.1,2,41.3580713,14.38059834,22.33706405,7.119817587,207484.6906,3.625,0,0,3079.434861,23.31740589,0,0,3.097558437,4.532813442,0,0,4354.896417,42.10199834,572.6666667
1000,50,15,0.1,2,41.3580713,12.32270093,22.33706405,8.048531963,290677.8038,7.984375,0,0,15.20913735,7.01476715,1.63E-047,0,0.1985003799,3.213219955,0,0,20.82529215,10.81631435,122.5960989
1000,50,40,0.1,2,41.3580713,13.70822652,22.33706405,9.041579003,276264.0288,10.890625,0,0,13.93847141,7.134778672,2.69E-084,2.49E-031,0.1312602253,2.914946932,0,0,18.78645207,11.35461041,139.4259239
1000,50,15,0.1,2,41.3580713,12.22886474,22.33706405,8.00289548,291666.1821,8.25,0,0,20.26953249,7.018516173,4.96E-059,0,0.2993339641,3.286246862,0,0,28.17372224,10.75078548,126.7172527
1000,50,15,0.5,2,41.3580713,10.17801459,22.33706405,6.620767137,304694.5631,8.4375,0,0,8.069526554,5.878584925,1.04E-113,0,1.188375169,4.388247717,0,0,11.15258141,7.368922133,103.5463017
1000,50,15,0.99,2,41.3580713,11.01888589,22.33706405,6.774972872,281383.4733,8.125,0,0,5.940006022,4.793554581,0,0,0.6505311773,3.618805048,0,0,8.208780624,5.968304114,88.27102375
1000,50,15,0.1,1,41.3580713,14.51713709,22.33706405,11.52139461,274313.1424,8.015625,0,0,2364.290467,28.94733417,0,0,1.054722238,2.731151106,0,0,3343.405918,55.16351724,86.8978864
1000,50,15,0.1,2,41.3580713,10.76403422,22.33706405,7.003507458,309590.5347,8.640625,0,0,14.58058881,7.353141116,6.65E-060,0,0.3536528518,3.932583591,0,0,20.041498,10.77369864,126.5282596
1000,50,15,0.1,3,41.3580713,12.18898022,22.33706405,7.986434832,292896.4137,7.703125,0,0,6.795973995,6.252262222,3.21E-069,0,0.2046626505,3.234288165,0,0,8.608850299,9.270236279,155.861509
1000,100,2,0.1,2,59.22422907,13.73084758,31.97747295,6.817677646,258855.8466,3.71875,0,0,1195.704722,17.75805763,0,0,4.024600798,6.675405734,0,0,1690.904408,28.84070953,542
1000,100,15,0.1,2,59.22422907,12.29189431,31.97747295,8.041295102,347339.845,8.625,0,0,24.97044608,10.36319892,1.08E-093,0,0.2353029188,4.619934627,0,0,34.36598344,16.10646322,109.2991157
1000,100,40,0.1,2,59.22422907,12.77981769,31.97747295,8.450047705,344069.8448,10.84375,0,0,24.66713607,10.84019728,4E-58,0,0.2657817285,4.543204778,0,0,33.72773835,17.13718979,121.6752207
1000,100,15,0.1,2,59.22422907,11.21266958,31.97747295,7.291495406,357847.5677,8.3125,0,0,26.18059955,10.71545619,9.1E-046,0,0.3147797083,5.013261955,0,0,36.13472652,16.41765043,112.4472771
1000,100,15,0.5,2,59.22422907,10.47291936,31.97747295,6.761461079,355264.7001,8.078125,0,0,14.13019237,8.450746657,1.98E-098,0,1.5254046,6.107079685,0,0,19.64719481,10.79441363,92.89118609
1000,100,15,0.99,2,59.22422907,9.706681701,31.97747295,5.833272286,353731.4429,8.640625,0,0,8.303451487,7.488111676,4.35E-169,0,1.244958314,6.217463717,0,0,11.53757338,8.758759635,85.02857143
1000,100,15,0.1,1,59.22422907,13.18428482,31.97747295,10.32578388,341827.9078,8.59375,0,0,3496.78796,39.59678271,1.33E-101,0,1.537348631,4.585368645,0,0,4944.956836,74.60819678,80.15773212
1000,100,15,0.1,2,59.22422907,10.90241725,31.97747295,7.217906503,360583.7404,8.625,0,0,22.7873875,10.78142422,1.25E-057,0,0.9282349051,5.525112648,0,0,31.34343337,16.0377358,107.4401471
1000,100,15,0.1,3,59.22422907,11.51862138,31.97747295,7.524123922,354868.2871,8.3125,0,0,10.29768892,9.359194609,2.91E-041,0,0.3666922752,5.102764312,0,0,13.25578868,13.61562491,133.8786638
